content_id,author,body,target_lat,target_long,language,is_recommendable
379,Coralie Bernuzzi,Pre-emptive,15.4566044,-91.8808763,Albanian,1
380,Torry Thorrold,6th generation,-8.5774,119.0069,Afrikaans,0
381,Ethe Wohler,real-time,31.0409483,31.378470399999998,Haitian Creole,1
382,Cordy Deuss,paradigm,0.7788357,103.4627375,Hebrew,0
383,Boigie Arnault,coherent,45.112439,21.2185241,Tok Pisin,0
384,Chastity Swancock,Business-focused,24.006293,114.113382,Gujarati,1
385,Ricard Longforth,standardization,51.7783026,4.693265,Oriya,0
386,Madelyn Beedom,Ameliorated,40.324916200000004,45.1099356,Zulu,1
387,Adel Deshorts,orchestration,31.5977,118.45323,Malay,1
388,Raymond Harewood,Grass-roots,23.170455,114.41966699999999,Italian,0
389,Salvidor Maliffe,national,-33.6060255,-70.87818370000001,Māori,1
390,Claudian Behrend,Re-engineered,-26.5090889,17.151406100000003,Northern Sotho,0
391,Merill Bricknall,uniform,57.490976100000005,12.058599300000001,Finnish,1
392,Waverly Eliet,forecast,24.868957899999998,67.0043278,Portuguese,1
393,Valle Tunney,array,57.2900329,13.5137081,Assamese,0
394,Kellyann Brewin,discrete,59.27857289999999,15.2250924,Nepali,1
395,Benton Lorman,workforce,-5.1291727,-67.18944880000001,Armenian,0
396,Reidar Tolson,web-enabled,54.05182270000001,35.229882,Georgian,1
397,Ikey Radmore,pricing structure,13.4292207,-88.5945715,Czech,0
398,Jewell Tolefree,Robust,20.551136399999997,-103.461601,Swahili,1
399,Rhetta Iglesiaz,installation,-34.6126133,-58.5677879,Sotho,0
400,Ave Meijer,hardware,48.6197483,-123.4169098,Afrikaans,1
401,Alejoa Bosse,Optimized,20.9425179,-17.0362272,Kannada,0
402,Andrej Torbard,Assimilated,-7.262294,110.403477,Northern Sotho,0
403,Car Bunclark,Grass-roots,34.329605,108.708991,Haitian Creole,1
404,Henderson Boost,Right-sized,-7.6646951,110.3189662,Dutch,1
405,Bron Abelovitz,definition,60.053638,29.9846651,Tajik,0
406,Candida Ort,Compatible,23.0861808,113.49431990000001,Northern Sotho,1
407,Cathleen England,system engine,54.126654,22.361868899999997,Polish,0
408,Farrand Bedells,intermediate,6.848589,101.41120490000002,Gagauz,0
409,Wendel Tunnoch,Distributed,49.9958286,88.6754902,Malay,0
410,Arvy Selcraig,system-worthy,-6.2318126,106.8396166,Dzongkha,1
411,Berny Zimek,tertiary,61.571545400000005,31.486934100000003,Catalan,1
412,Berty McKyrrelly,zero administration,53.5325424,91.92063409999999,West Frisian,1
413,Roman Marusic,Open-architected,44.3338201,85.6264576,Gujarati,1
414,Aurilia Stihl,Reverse-engineered,-20.737111600000002,-48.911060600000006,Dhivehi,0
415,Cinderella Firmager,Advanced,40.727503999999996,19.562759600000003,Northern Sotho,1
416,Derrek Jencey,frame,-0.7771138000000001,34.9458389,West Frisian,0
417,Sandye Derye-Barrett,radical,8.797145,-75.698571,Croatian,1
418,Nance Janny,6th generation,14.561859900000002,121.0130439,Hebrew,1
419,Chad Gerrish,24 hour,-6.8005667,111.2099808,Indonesian,0
420,Cindi Buckthought,24 hour,-23.701721,-52.660023200000005,Icelandic,1
421,Candide Bindon,monitoring,6.191676999999999,-73.0169135,Hebrew,0
422,Essa Hearthfield,installation,43.800779,131.978812,Luxembourgish,0
423,Belita Autin,explicit,33.626149,114.69695,Haitian Creole,1
424,Ted Burridge,Digitized,-36.7247834,-73.1169808,Tswana,1
425,Karyn Grishagin,Graphical User Interface,-9.7732,123.8661,Filipino,0
426,Rosamund Jarritt,open architecture,1.4403743999999998,125.1216524,Lithuanian,1
427,Debbie Medling,complexity,36.706962,119.161748,Indonesian,0
428,Alia Fillary,coherent,49.7647258,16.9050077,Amharic,0
429,Jemmie Axelbee,zero administration,32.236470000000004,35.38711,Montenegrin,0
430,Clevie Dillingstone,middleware,-6.499192099999999,106.8915948,Belarusian,1
431,Hedvige Shore,fresh-thinking,18.1145292,121.40235870000001,Malayalam,0
432,Husein Evens,Expanded,-14.100748699999999,-71.4306785,Dutch,0
433,Egan Loghan,analyzing,6.053642099999999,121.0004951,Nepali,1
434,Nathan Peoples,Front-line,10.0749997,-84.2415229,Polish,0
435,Dita Toma,Managed,-5.3102887999999995,119.742604,Azeri,1
436,Catherine Dowry,zero tolerance,49.5970348,16.041166,Estonian,0
437,Lil Gawthrope,mission-critical,13.9906389,100.6184588,Finnish,1
438,Daisie Rolland,Diverse,14.9247834,-85.692279,Telugu,0
439,Bengt Pughsley,Progressive,7.930626400000001,80.7207444,Kashmiri,0
440,Willa Allery,Balanced,14.314426500000001,100.3722477,Swahili,1
441,Patricia Tilling,bottom-line,36.689044,117.302269,Azeri,0
442,Aundrea Shill,core,7.0727574,100.4059456,Somali,0
443,Donal Ambrosini,time-frame,42.1400691,25.5719576,Bengali,1
444,Isidora Fundell,Managed,20.5072923,-13.052978,Czech,0
445,Moselle Tait,application,35.3750852,24.2012676,Nepali,0
446,Bentley Attwell,tangible,-7.3225,107.86,Azeri,0
447,Thane Snoxill,solution-oriented,31.506462300000003,74.3268113,Indonesian,1
448,Parsifal Tarplee,database,5.3599517,-4.008256299999999,Icelandic,1
449,Melany Labone,process improvement,42.583016,122.445594,Hungarian,1
450,Benny Rechert,radical,50.8548419,39.0632827,Greek,0
451,Torry O'Carroll,context-sensitive,48.726098,128.939819,Danish,0
452,Abby Chene,systemic,22.483182,113.916509,Macedonian,1
453,Celine Howood,well-modulated,-34.566408,-58.551111999999996,Japanese,1
454,Ram Iggo,forecast,-21.971978399999998,-51.6528409,Azeri,0
455,Xylia Caldes,responsive,13.391388899999999,-16.6525,Hebrew,0
456,Timoteo Jozefczak,Ameliorated,15.933333,44.066666999999995,German,0
457,Kort Danilowicz,Quality-focused,39.14423789999999,23.8641946,Czech,0
458,Chauncey Bonnier,responsive,28.650271999999998,77.12325809999999,Aymara,1
459,Markos Embery,Decentralized,6.919884,122.0616469,Persian,1
460,Becka Scollick,bandwidth-monitored,40.317212899999994,-8.754316099999999,Luxembourgish,1
461,Mischa Lotze,Multi-channelled,8.6800991,-82.855251,Spanish,0
462,Cherie Doerr,Persistent,-7.169734299999999,108.83435379999999,Dzongkha,0
463,Humfried Keesman,synergy,-6.351797900000001,106.10786270000001,Latvian,1
464,Yuri Bedle,interactive,30.031533000000003,101.014425,Haitian Creole,0
465,Kirbie Persian,asynchronous,-6.888394,112.3307965,Finnish,0
466,Marline Tribble,transitional,48.0999989,-66.0999999,Dhivehi,0
467,Shay Bransdon,alliance,35.532662,104.52848,Croatian,1
468,Julian Meeking,Ameliorated,52.9352213,70.188509,Malagasy,0
469,Adeline Auletta,firmware,48.282469799999994,25.1584914,Amharic,0
470,Conrade Rogger,Integrated,-23.371186399999996,-46.7575221,Bengali,0
471,Mathias Harbage,full-range,52.628225199999996,18.727124,Portuguese,0
472,Nev Springtorp,Stand-alone,44.333710700000005,40.7679998,Indonesian,1
473,Laryssa Butchers,Mandatory,18.9452479,-70.36945940000001,Thai,0
474,Jo-anne Dominy,Open-source,40.9624179,24.508269600000002,Icelandic,0
475,Britney Gaydon,next generation,39.99474620000001,116.33977250000001,Burmese,0
476,Daisi Lamp,flexibility,-7.2586059999999994,108.4444578,Danish,0
477,Daisi Gorcke,Open-source,-15.1471649,-73.3406579,Japanese,1
478,Ford Gregolotti,Phased,-15.641215599999999,-70.34946049999999,Thai,1
479,Joella Bound,incremental,41.805699,123.431472,West Frisian,1
480,Lurlene Surgener,core,50.246964,120.18964109999999,Northern Sotho,1
481,Cynthy Cornick,Profound,0.4478566,33.2026122,Persian,0
482,Brandea Shane,optimizing,42.525760299999995,21.1225078,Georgian,1
483,Marney MacIlurick,strategy,22.923431,112.73263200000001,Armenian,1
484,Mildrid Denington,executive,8.508983,125.96966699999999,Moldovan,0
485,Lenna Spiers,artificial intelligence,-7.097667200000001,109.0215438,Albanian,0
486,Hattie Rosita,Graphic Interface,54.01140229999999,55.89252809999999,Guaraní,0
487,Hertha Lapsley,Expanded,-6.418542400000001,106.8502879,Swahili,1
488,Enoch Barten,4th generation,41.985414399999996,44.108411,Oriya,1
489,Magdalena Johananoff,Vision-oriented,56.6342788,36.885813,Kashmiri,1
490,Olivero Howsam,Reactive,-20.2513658,57.6184076,Pashto,0
491,Corbett Gueny,focus group,22.122657999999998,112.814502,Sotho,1
492,Quinn Lenox,radical,5.780633900000001,36.5715924,Mongolian,1
493,Con De Leek,global,8.059914200000001,-6.189826200000001,Papiamento,1
494,Egan Guittet,Managed,31.559965999999996,114.12144099999999,Japanese,0
495,Hal Fogg,Fully-configurable,42.4338529,68.8129042,Korean,0
496,Linnell Harrow,didactic,35.647887700000005,117.27869059999999,Bulgarian,1
497,Esteban Danovich,interface,46.678613,141.85595790000002,Azeri,1
498,Twyla Dunnet,Enterprise-wide,-1.5105198999999998,101.2750531,Tsonga,0
499,Kane Revington,didactic,-7.3356582999999995,109.0798332,Dutch,0
500,Korney Phipp,Persevering,7.5406,9.649249000000001,Swedish,1
501,Hobard Cordner,core,31.77078,35.26916,Northern Sotho,0
502,Ashlie Oldaker,empowering,49.11654,-117.55221999999999,Kannada,0
503,Ashia Nerne,demand-driven,13.878171499999999,-89.16107480000001,Georgian,0
504,Roselle Freeman,Cloned,7.0228416,121.91955859999999,Gujarati,1
505,Alvira Jakovijevic,pricing structure,49.871007,17.8758236,Pashto,0
506,Vikki Talloe,Persevering,55.921585,158.709579,Irish Gaelic,1
507,Edy Renzullo,Compatible,49.610186299999995,14.906333800000002,Polish,1
508,Robby Faires,Business-focused,14.6701,121.108226,Spanish,0
509,Marley Marchenko,Switchable,49.116169,6.180799700000001,Azeri,1
510,Rand O'Henehan,product,-7.9431343,112.6183751,Malayalam,0
511,Martie Glaysher,Ergonomic,24.347324,102.527197,Chinese,0
512,Bertrand Bradnick,mobile,30.319558,-95.46479529999999,Norwegian,1
513,Ermanno Trusty,web-enabled,25.6218514,51.083581099999996,Kurdish,1
514,Franky Colmore,monitoring,11.8962488,-14.1001326,Chinese,0
515,Tilda Rydings,secondary,39.817642,-75.5101999,Swedish,1
516,Michele Bolzen,background,-7.986886900000001,113.75138270000001,Belarusian,1
517,Noll Gaffer,bandwidth-monitored,14.41225,44.836578,Khmer,1
518,Noelyn Seville,flexibility,58.955833,36.5925,Māori,0
519,Catherina Summerrell,utilisation,6.680204400000001,101.41120490000002,Khmer,0
520,Aymer Bridgett,object-oriented,57.6438118,39.805212100000006,Catalan,1
521,Tonie Pearde,frame,54.0852394,-4.754467099999999,Hungarian,0
522,Ettie Brute,static,-41.3167,-72.9833,French,1
523,Staci Shimuk,user-facing,31.644606,119.781147,Kashmiri,1
524,Reinald Mummery,Business-focused,49.747898299999996,16.5775355,Sotho,1
525,Tamara Dockrey,open system,-12.144439300000002,-44.9965028,Swahili,0
526,Huntlee Alcock,dedicated,50.88758,21.666539999999998,Aymara,0
527,Grete Tomes,user-facing,21.72342,108.452555,Georgian,0
528,Dannie Gidney,Implemented,49.0498305,15.5547835,Dari,0
529,Rosette Flexman,Customer-focused,34.895103799999994,36.1355295,Tok Pisin,1
530,Lurline Murdoch,non-volatile,38.590819200000006,-9.017700999999999,Japanese,1
531,Clark Hockell,De-engineered,37.97,-87.56999990000001,Bengali,1
532,Billy Chessum,secondary,50.1080652,14.918184699999998,Nepali,1
533,Franz Ladley,Programmable,-18.4943258,-40.4657826,Bosnian,0
534,Laryssa Klossmann,neutral,-7.118661200000001,112.47164879999998,Fijian,1
535,Sheffield Renzullo,neutral,32.3909084,74.05722259999999,Dzongkha,0
536,Glen Appleyard,strategy,13.53605,144.88855,Telugu,1
537,Malynda Presnall,methodical,55.7570915,37.6047016,Korean,0
538,Judah Brilon,process improvement,7.448910000000001,-71.304474,Korean,0
539,Kathe Chidzoy,Horizontal,25.329044,118.27023799999999,Hungarian,1
540,Madlen Dallander,Synchronised,30.572815000000002,104.066801,Spanish,1
541,Peggy Hanbury,Robust,39.6208162,-8.656396699999998,Norwegian,0
542,Alfred Mordecai,executive,-23.7219872,44.3827547,Tajik,1
543,Jerrylee Dobby,Secured,43.494573700000004,5.8978018,Oriya,1
544,Farly McAllester,Ameliorated,41.603085,46.638308,Hiri Motu,0
545,Horatia Pascall,needs-based,53.63918,15.62129,Romanian,1
546,Glad Hatfield,asynchronous,46.441509499999995,15.611849800000002,Armenian,1
547,Seymour Mum,archive,-33.5938745,18.5268253,Filipino,0
548,Paton Gallihaulk,radical,-6.9917588,111.27854070000001,Hiri Motu,1
549,Nikos Crossfield,ability,38.94,-77.08,Ndebele,1
550,Gusti Kopfen,Organic,48.282193,37.1847804,Malagasy,0
551,Gard Blyden,Digitized,47.1426,28.629541600000003,Tsonga,1
552,Sherline Harome,fresh-thinking,56.969664,23.15319,Malagasy,0
553,Dudley Shelmerdine,functionalities,19.385170499999997,-99.1837453,Dari,1
554,Boniface Eden,encryption,-21.0156896,-48.7794089,Italian,0
555,Gerrilee Izhakov,maximized,64.5661757,39.850598100000006,Tetum,0
556,Charmain Grogor,extranet,18.4445307,-69.9316834,Lao,1
557,Care Cradduck,artificial intelligence,45.2110039,14.5569253,Bislama,0
558,Meredithe Bredes,Ameliorated,12.623472099999999,-87.12732530000001,Latvian,0
559,Laverne Nore,intangible,34.582499600000006,-2.5098914,Papiamento,1
560,Annabell De Lascy,Streamlined,-1.8807630000000002,105.668503,Georgian,1
561,Petunia Bravery,fresh-thinking,33.901437200000004,-4.0271731,Georgian,0
562,Salvador Bundock,Universal,-7.3251615,108.23033799999999,Estonian,1
563,Shirlene Heddan,hardware,13.9129,120.88006000000001,Burmese,0
564,Lynnette Bettam,Quality-focused,47.068212200000005,-0.8494862,Tajik,1
565,Kathy Ranklin,multimedia,37.9209684,21.237412399999997,Zulu,1
566,Gerik Moxted,capacity,10.5308066,105.1609838,Kannada,0
567,Rollin Mackilpatrick,leverage,25.257168,116.421093,Tajik,0
568,Barclay Dibbe,Proactive,-2.9001285,-79.00589649999999,Dhivehi,0
569,Tannie Mordie,Persistent,22.7315115,-98.9735333,Irish Gaelic,1
570,Austin Lorenc,Profound,-34.6730937,-58.5501558,Swati,0
571,Tobey Bazely,24 hour,35.0018174,33.8913539,Telugu,0
572,See Castri,Visionary,13.6043647,123.51957079999998,Romanian,0
573,Darsie Ourry,Total,28.040993,120.65881200000001,Greek,0
574,Lou Creaney,cohesive,33.8297993,46.3073161,Kashmiri,0
575,Angus Marzello,multimedia,39.43641029999999,-8.2988008,Finnish,1
576,Hyacinthie Langston,User-centric,40.224089899999996,-7.650051299999999,Assamese,1
577,Felice Sor,Diverse,7.0115716,39.9761012,Malagasy,0
578,Hube McGuigan,knowledge user,-3.012309,33.0873408,Thai,1
579,Aime Haddington,multimedia,38.25373629999999,48.2999901,Marathi,0
580,Miquela Wildman,moderator,39.818495899999995,116.55585239999999,Bislama,1
581,Kristen Vedikhov,systemic,-6.9244162,112.4142453,German,1
582,Sheffy Attwoul,paradigm,40.343992,123.4454,Macedonian,0
583,Normie Tresler,Upgradable,53.286637199999994,-6.2508196,Croatian,1
584,Tibold Hazle,next generation,-6.5778193,106.8075136,Khmer,1
585,Taddeusz Matas,modular,16.16667,120.53333,Zulu,0
586,Shayne Joutapaitis,Phased,38.0426062,23.7536323,Dzongkha,0
587,Gordie Ellens,encryption,55.6700613,12.5468826,Afrikaans,1
588,Marnie Carpenter,Business-focused,45.2188634,17.381195899999998,Irish Gaelic,0
589,Vivianne Kollaschek,didactic,14.3059024,99.4783816,Moldovan,0
590,Annetta Mervyn,multi-tasking,21.1062206,107.83469240000001,Swedish,1
591,Vale Hanna,capability,-6.714033099999999,111.6295545,Indonesian,1
592,Adelle Billingham,static,5.1215877,7.3732655,Swedish,0
593,Marne Keat,time-frame,43.2311668,44.642027299999995,Filipino,1
594,Chrisy McCurdy,Persevering,45.333333,96.65,Belarusian,1
595,Hedda Lyall,Business-focused,-26.3593066,25.9068847,Burmese,0
596,Christabel Pickton,hybrid,30.041325699999998,31.2046714,Hebrew,0
597,Gretchen Itschakov,knowledge user,40.417358,117.50055800000001,Luxembourgish,1
598,Ward Dammarell,Ameliorated,25.0329694,121.56541770000001,Kannada,0
599,Brod Brierley,intermediate,49.4660029,1.0736573999999999,Maltese,1
600,Jordon Greg,scalable,43.4794825,-79.65582420000001,Ndebele,1
601,Hastings Shannon,global,33.8779889,132.2526506,Polish,0
602,Kermit Burn,Fundamental,44.7515479,-79.8779499,Hindi,0
603,Flss Schleswig-Holstein,Diverse,41.805699,123.431472,Kazakh,0
604,Alexandros Bertomieu,attitude-oriented,22.9457326,112.3578078,Armenian,1
605,Shaylynn Gowers,holistic,35.732797999999995,116.489043,Tswana,0
606,Muhammad Driuzzi,exuding,48.0931021,25.9224603,French,1
607,Vito Gerault,knowledge base,35.215062599999996,135.2255291,Kurdish,0
608,Misty Duddy,solution-oriented,61.5928356,24.5915028,Thai,0
609,Hayes Grantham,migration,35.069045,-80.67851800000001,French,0
610,Hermie Cowhig,asymmetric,53.693615599999994,16.7047258,Azeri,1
611,Janina Landre,implementation,41.1279946,-7.9859629,Afrikaans,0
612,Sophi Kibbee,Adaptive,18.624314399999996,98.8938543,Tok Pisin,1
613,Danielle Gore,directional,42.3233666,-7.858556200000001,Danish,1
614,Fonz Sprague,Synergized,39.0407357,117.63981070000001,Hiri Motu,0
615,Myrlene Tumber,matrices,4.289193099999999,21.0102737,Guaraní,0
616,Teodor Serchwell,challenge,-38.7445218,-72.9482281,Spanish,1
617,Scot Cossom,3rd generation,-34.5377407,-58.5521828,Kannada,0
618,Berri Lammerich,Realigned,47.5860611,-52.69121260000001,Pashto,0
619,Westbrooke Matej,Profit-focused,-8.449870599999999,122.7689479,Yiddish,0
620,Kippar Davids,array,37.64103789999999,-7.6589255000000005,Telugu,1
621,Philippa Beare,collaboration,15.399652,120.5982723,Polish,0
622,Horatio Varlow,policy,40.367260200000004,20.428443100000003,Chinese,0
623,Deck Ledekker,Total,16.75245,100.2625222,Somali,0
624,Brittani Shrigley,Front-line,56.5385265,14.1115837,Czech,0
625,Margo Dell Casa,Total,-7.3737257,107.7103291,Tajik,1
626,Gannie Brokenshaw,Implemented,24.884626,104.308675,Finnish,0
627,Nevin O'Griffin,scalable,57.5038558,59.8937563,Kurdish,1
628,Levin Kinch,Switchable,14.3839328,121.050126,Bosnian,0
629,Zachariah Warbeys,Synergistic,50.4233463,80.250811,Tok Pisin,0
630,Aube Nuton,Synergized,43.494573700000004,5.8978018,Portuguese,1
631,Toiboid Reeders,Distributed,17.270219100000002,100.12551640000001,Tetum,0
632,Brit McConnell,local,-6.7347875,111.4648515,Swahili,1
633,Mahmud MacMichael,leading edge,-7.6182490000000005,110.6630784,Sotho,0
634,Fidelia Mountcastle,system-worthy,16.73333,51.48333,Romanian,1
635,Belita Vasyatkin,Assimilated,-6.260838400000001,106.8207875,Malay,0
636,Tatiana Scandrett,Cross-platform,25.9182262,13.9260001,Catalan,1
637,Marleah Dawidowsky,Integrated,49.0096906,2.5479244999999997,Armenian,0
638,Valeria MacAulay,cohesive,-11.672363800000001,-61.1984811,Armenian,0
639,Raven Lindner,intermediate,8.7603327,-70.1158113,Japanese,0
640,Shellysheldon Tyers,radical,37.77026,117.62569599999999,Maltese,1
641,Michal Mowatt,Sharable,59.35,18.5,French,1
642,Valerye Rickarsey,contextually-based,29.6793128,-82.3723105,Hungarian,0
643,Karon Chesters,superstructure,-19.6189005,-44.0404979,Tok Pisin,0
644,Deane Marchiso,executive,-33.5854485,-70.69873609999999,Tamil,0
645,Sallee Emeny,logistical,40.458915999999995,-7.877548399999999,Sotho,0
646,Jewell Cantillion,monitoring,10.090411999999999,-75.4577775,Polish,0
647,Kalina Marple,logistical,51.449197,7.195777900000001,Armenian,1
648,Fred Caulfield,Devolved,40.92194,19.717779999999998,Tsonga,0
649,Ignace Isson,responsive,21.694896,110.307347,Telugu,1
650,Cicely Storie,utilisation,9.474169999999999,-78.96667,Irish Gaelic,1
651,Judith Corby,Innovative,23.110052,113.240664,French,0
652,Dena Schwier,open architecture,47.5039111,19.0158217,Swati,1
653,Malcolm Floweth,Function-based,41.670451899999996,-4.7135267999999995,Moldovan,1
654,Dita Hurton,capability,-11.9019296,-76.6658165,Hindi,1
655,Deni Brymham,Business-focused,-22.249670899999998,-43.8290988,Burmese,0
656,Jenda Twittey,multimedia,-8.6433591,116.49609790000001,Kurdish,0
657,Lacy Carlill,Enterprise-wide,-19.223651399999998,-45.005692100000005,Montenegrin,0
658,Dean McCarter,Open-architected,33.1401715,119.78892479999999,Gagauz,0
659,Merrilee Rospars,process improvement,-10.174884500000001,123.5714032,Lithuanian,0
660,Orville Hadlow,approach,41.713077500000004,-8.687644,Portuguese,1
661,Karl Bleackley,clear-thinking,44.55015,-64.24874,Guaraní,1
662,Sashenka Yuryaev,intangible,47.3920847,8.538206599999999,Bengali,0
663,Dimitri Shearme,Public-key,48.9323908,2.4774664,Swedish,0
664,Vaughn Tolland,Implemented,57.6866936,12.211668300000001,Fijian,1
665,Salvatore Shewry,national,49.5318094,15.2242807,Fijian,0
666,Corny Keely,neutral,22.915094,112.044491,Tswana,1
667,Frazier Lynes,optimizing,-6.1671806,106.83406219999999,Latvian,0
668,Olag Matyatin,4th generation,53.565967500000006,15.28454,Bulgarian,1
669,Carol-jean Pinnington,Persistent,15.5056823,-86.34781509999999,Malagasy,1
670,Vernen Goade,Down-sized,24.803563,115.48273300000001,Tajik,0
671,Lenna Lentsch,Multi-tiered,14.6901945,-87.7480377,West Frisian,0
672,Joli Crewdson,bi-directional,-2.7180891,17.686647100000002,Afrikaans,0
673,Amerigo Grigg,transitional,34.4344694,133.2279653,Haitian Creole,0
674,Hayyim Speerman,User-centric,9.5608923,-73.3384471,English,1
675,Kass Nelsey,approach,59.7458284,18.6851872,Macedonian,0
676,Rosalinda Bartoletti,radical,37.1356467,-8.517474400000001,Irish Gaelic,1
677,Emmi Zima,neutral,-29.223186699999996,-51.3423619,Hindi,0
678,Aaren Suddick,composite,7.2484595999999994,125.05875049999999,Belarusian,0
679,Nettie Sweetman,middleware,34.936352299999996,-2.7431421,Czech,0
680,Carson Strand,zero administration,5.9840985,116.0761121,Portuguese,1
681,Freddie Le Gallo,content-based,42.1132871,-8.257490400000002,Kazakh,0
682,Woody Emmott,orchestration,14.203044699999998,101.7751709,Dhivehi,0
683,Lisette Castenda,workforce,33.8676555,130.8939207,Marathi,1
684,Amalea Acock,info-mediaries,-7.023103999999999,108.27630690000001,Tsonga,0
685,Thomasa Standingford,initiative,-7.075540400000001,109.4199623,Tok Pisin,1
686,Shirline Oleksinski,access,-6.4698758000000005,107.4780383,Tamil,0
687,Levin Branson,value-added,-10.7981117,122.99446359999999,Papiamento,1
688,Waverley Manville,secondary,25.8006926,55.97619939999999,Korean,0
689,Aprilette Calladine,context-sensitive,39.8314629,116.32209440000001,Norwegian,0
690,Chariot Fussie,neural-net,-17.5637341,-149.59880890000002,Kurdish,0
691,Eddy Zanneli,knowledge user,23.12911,113.264385,Lao,0
692,Stephanus Costa,non-volatile,6.8793892,-72.189,Tamil,1
693,Silvio Furniss,orchestration,35.417571200000005,10.997658,Persian,0
694,Bradly Florio,intangible,-7.1480086,107.89956289999999,Māori,0
695,Porter Grattage,Self-enabling,46.647310499999996,0.813275,Montenegrin,0
696,Matti Castellini,maximized,39.586554,118.644299,Czech,1
697,Ilysa Boater,collaboration,18.2726824,-70.2297697,Kyrgyz,1
698,Jacob Willatt,6th generation,50.866769899999994,18.828601000000003,New Zealand Sign Language,0
699,Dory Gilling,methodology,-6.716099799999999,111.4886997,Tamil,0
700,Igor Quincee,data-warehouse,50.7326515,41.9594576,Nepali,0
701,Pansy Armsby,needs-based,-6.161512999999999,106.838424,Czech,1
702,Brewster Piscotti,heuristic,49.534516100000005,26.209307199999998,Tsonga,0
703,Alla Liveing,circuit,54.20485279999999,73.56589009999999,Gagauz,1
704,Brucie Abendroth,moratorium,58.324425899999994,12.278769,Māori,1
705,Orella Basezzi,bottom-line,-6.564395599999999,106.25221429999999,West Frisian,0
706,Brewer Allport,parallelism,27.254639,102.55502800000001,Malayalam,0
707,Alberik Caldera,Graphic Interface,51.363916499999995,46.0293715,Luxembourgish,1
708,Jillane Bexley,interface,-14.34823,-72.12155899999999,Sotho,0
709,Yves Ernshaw,encryption,17.642573600000002,-61.8204456,Guaraní,1
710,Pascale Blenkharn,asynchronous,55.4018986,12.862709599999999,Kurdish,1
711,Adrianne Hoffner,software,37.0741297,-8.8436815,Lithuanian,0
712,Chelsie Philler,5th generation,41.872438700000004,113.0741002,Estonian,0
713,Greggory Dobrowski,local area network,6.027632,-75.431596,Kazakh,0
714,Gerta McDonough,migration,52.7704654,17.9583306,Icelandic,0
715,Teodoro Bicheno,access,38.447557200000006,-7.5669496,Hiri Motu,0
716,Lonnie Eite,high-level,-7.221562,111.759598,Hungarian,0
717,Chancey Balderson,installation,55.96666999999999,25.15,Luxembourgish,0
718,Tailor Durant,Face to face,47.4389969,101.7525358,Persian,0
719,Janka Gostridge,exuding,62.9663709,27.6707397,Romanian,1
720,Vaughan Lamburn,Configurable,26.665616999999997,119.547932,Irish Gaelic,1
721,Sondra Planque,benchmark,7.7688818,125.82395430000001,Guaraní,0
722,Emma Slowly,Reduced,30.798775,121.33638,Estonian,0
723,Dana Matyushonok,website,57.2840834,55.45432460000001,Dzongkha,0
724,May Kleinstein,client-server,40.7634529,-73.97988079999999,Malagasy,1
725,Eugenio Smalls,6th generation,54.1694522,74.69325,Moldovan,1
726,Mimi Salandino,Enterprise-wide,31.3115396,120.6947551,Japanese,0
727,Rock Ciobutaru,interactive,14.8548457,105.0791228,Tamil,1
728,Darb Tregale,Diverse,22.801624,113.52516499999999,Moldovan,0
729,Elvin Klampk,productivity,29.020827,110.637506,Icelandic,1
730,Baxie Ville,Seamless,34.89305,106.864397,Chinese,0
731,Conway Thresher,Seamless,49.879152000000005,15.931610899999999,Tok Pisin,1
732,Ema Mart,Horizontal,49.2088023,39.5896987,Somali,0
733,Georas Minger,monitoring,52.1682974,17.895562899999998,Swati,1
734,Brok Davidovici,Reactive,38.263135,113.650485,Dutch,1
735,Dredi Haddrell,archive,55.385815,37.545315,German,1
736,Sherill Nickerson,interface,40.532993299999994,50.0035678,Tsonga,0
737,Frederica Ballister,context-sensitive,34.833091499999995,137.230017,Hiri Motu,1
738,Gerry Huthart,disintermediate,-29.223186699999996,-51.3423619,Tamil,1
739,Berke Pray,Monitored,-3.446207,30.2512728,Nepali,0
740,Patricio Mitrovic,4th generation,55.77846070000001,27.932381699999997,Gujarati,0
741,Viole Mazillius,value-added,48.8335842,2.3757658999999998,Dutch,0
742,Smith Trowle,Enterprise-wide,13.866670000000001,45.25,Nepali,1
743,Panchito Headings,hierarchy,5.4600818,-73.98004,Montenegrin,0
744,Ethelin Slobom,tertiary,56.44750160000001,36.5587561,Assamese,0
745,Denis Alty,Profound,39.602476200000005,47.1523402,Zulu,1
746,Louise Longford,demand-driven,19.3579802,-99.0806088,Latvian,1
747,Tobye Townby,user-facing,46.2506074,5.1133935,Tetum,1
748,Astrid Spinola,extranet,45.456025399999994,9.1257661,Catalan,0
749,Rhetta Dannell,Programmable,24.310713,110.64085,Hindi,1
750,Reece Eddins,Adaptive,51.883,4.3577,Korean,1
751,Shirline Housbey,maximized,-32.4084888,-63.259626299999994,Luxembourgish,0
752,Luise Dormer,hybrid,44.055921999999995,85.38086,Zulu,1
753,Neal Dafforne,capacity,-13.945727999999999,-72.1756733,Romanian,1
754,Ki Bing,concept,24.629264000000003,118.041444,Chinese,1
755,Heriberto Catchpole,zero tolerance,59.971526299999994,18.6031762,Azeri,1
756,Sissy Danshin,success,6.6448092999999995,1.7198215000000001,Kazakh,1
